page_number,winner,winning_club,loser,losing_club,cup,stage,boatclass,winner_station,time,date,barrier_time,barrier_loser_leading,fawley_time,fawley_loser_leading,finish_time,verdict
231,"J.D. Saraidaridis & Hooper, Brown University U.S.A.","J.D. Saraidaridis & Hooper, Brown University U.S.A.","A.J. Watson & P.N. Shepherd, Rob Roy Boat Club","A.J. Watson & P.N. Shepherd, Rob Roy Boat Club",The Silver Goblets & Nickalls' Challenge Cup,heats,M2-,Station 2 - Bucks,,2009-07-02,138.0,False,235.0,False,491.0,easily
231,London Rowing Club 'A',London Rowing Club,Agecroft Rowing Club,Agecroft Rowing Club,The Wyfold Challenge Cup,heats,M4,Station 2 - Bucks,,2009-07-02,121.0,True,204.0,False,408.0,1 lengths
232,Reading University & Nottingham Rowing Club,Reading University & Nottingham Rowing Club,University of Birmingham,University of Birmingham,The Prince of Wales Challenge Cup,heats,M4,Station 2 - Bucks,,2009-07-02,118.0,False,199.0,False,414.0,2.25 lengths
232,"Berlin & Hannoverscher, Germany","Berlin & Hannoverscher, Germany",Nottingham University,Nottingham University,The Visitors' Challenge Cup,heats,M4,Station 2 - Bucks,,2009-07-02,121.0,False,203.0,False,433.0,1.25 lengths
232,Leander Club & Molesey Boat Club,Leander Club & Molesey Boat Club,Downing College & City of Cambridge Rowing Club,Downing College & City of Cambridge Rowing Club,The Ladies' Challenge Plate,heats,M8+,Station 1 - Berks,,2009-07-02,109.0,False,187.0,False,402.0,4 lengths
232,Bewl Bridge & Peterborough City,Bewl Bridge & Peterborough City,The Tideway Scullers' School,The Tideway Scullers' School,The Fawley Challenge Cup,heats,M4,Station 1 - Berks,,2009-07-02,124.0,False,210.0,False,433.0,0.5 lengths
232,Maidstone Invicta Rowing Club,Maidstone Invicta Rowing Club,Worcester Rowing Club 'B',Worcester Rowing Club,The Wyfold Challenge Cup,heats,M4,Station 1 - Berks,,2009-07-02,123.0,False,210.0,False,442.0,1.75 lengths
232,Exeter Rowing Club & Dart Totnes Amateur Rowing Club,Exeter Rowing Club & Dart Totnes Amateur Rowing Club,Reading University,Reading University,The Prince of Wales Challenge Cup,heats,M4,Station 2 - Bucks,,2009-07-02,123.0,True,208.0,False,426.0,1 lengths
232,"Belmont Hill School, U.S.A.","Belmont Hill School, U.S.A.",King's College School,King's College School,The Princess Elizabeth Challenge Cup,heats,M8+,Station 2 - Bucks,,2009-07-02,113.0,False,195.0,False,418.0,1.75 lengths
232,"Commercial Rowing Club, Ireland","Commercial Rowing Club, Ireland",Cantabrigian Rowing Club,Cantabrigian Rowing Club,The Thames Challenge Cup,heats,M8+,Station 1 - Berks,,2009-07-02,111.0,False,191.0,False,401.0,1.5 lengths
232,"G.L. Stone, Cambridge Boat Club, U.S.A.","G.L. Stone, Cambridge Boat Club, U.S.A.","C. Aitken, Mortlake, Anglian & Alpha Boat Club","C. Aitken, Mortlake, Anglian & Alpha Boat Club",The Princess Royal Challenge Cup,heats,W1,Station 2 - Bucks,,2009-07-02,157.0,False,266.0,False,556.0,3 lengths
232,"T.D. Alfred & W.D.B. Buckland, Sydney University, Australia","T.D. Alfred & W.D.B. Buckland, Sydney University, Australia","A.G. Wilkinson & W.J. Todd, Imperial College, London & York City Rowing Club","A.G. Wilkinson & W.J. Todd, Imperial College, London & York City Rowing Club",The Silver Goblets & Nickalls' Challenge Cup,heats,M2-,Station 2 - Bucks,,2009-07-02,129.0,False,221.0,False,472.0,easily
232,The Tideway Scullers' School 'A',The Tideway Scullers' School,Clydesdale Amateur Rowing Club,Clydesdale Amateur Rowing Club,The Prince of Wales Challenge Cup,heats,M4,Station 1 - Berks,,2009-07-02,116.0,False,199.0,False,425.0,2.25 lengths
232,Shrewsbury School,Shrewsbury School,Westminster School,Westminster School,The Princess Elizabeth Challenge Cup,heats,M8+,Station 1 - Berks,,2009-07-02,114.0,False,195.0,False,414.0,3.75 lengths
232,"A.S.R. Nereus, Holland","A.S.R. Nereus, Holland","Bates College, U.S.A.","Bates College, U.S.A.",The Temple Challenge Cup,heats,M8+,Station 1 - Berks,,2009-07-02,110.0,False,186.0,False,392.0,1.75 lengths
232,"Y.A. Burraston, Melbourne University, Australia","Y.A. Burraston, Melbourne University, Australia","A. Labots, R.S.V.U. Okeanos, Holland","A. Labots, R.S.V.U. Okeanos, Holland",The Princess Royal Challenge Cup,heats,W1,Station 2 - Bucks,,2009-07-02,154.0,False,261.0,False,542.0,3.75 lengths
232,"London Rowing Club & Old Collegians Boat Club, Ireland","London Rowing Club & Old Collegians Boat Club, Ireland",The Tideway Scullers' School & Molesey Boat Club,The Tideway Scullers' School & Molesey Boat Club,The Prince of Wales Challenge Cup,heats,M4,Station 2 - Bucks,,2009-07-02,117.0,False,197.0,False,405.0,0.5 lengths
232,Army Rowing Club & Thames Rowing Club,Army Rowing Club & Thames Rowing Club,Durham University,Durham University,The Visitors' Challenge Cup,heats,M4,Station 1 - Berks,,2009-07-02,120.0,False,204.0,False,438.0,2 lengths
232,Oxford Brookes University,Oxford Brookes University,Manchester University,Manchester University,The Temple Challenge Cup,heats,M8+,Station 1 - Berks,,2009-07-02,113.0,False,192.0,False,398.0,1.25 lengths
232,Molesey Boat Club 'A',Molesey Boat Club,"Galway Rowing Club & Skibbereen Rowing Club, Ireland","Galway Rowing Club & Skibbereen Rowing Club, Ireland",The Thames Challenge Cup,heats,M8+,Station 1 - Berks,,2009-07-02,110.0,False,186.0,False,396.0,2.25 lengths
232,Wallingford Rowing Club,Wallingford Rowing Club,Thames Tradesmen's Rowing Club,Thames Tradesmen's Rowing Club,The Wyfold Challenge Cup,heats,M4,Station 2 - Bucks,,2009-07-02,120.0,False,203.0,False,428.0,3 lengths
232,Isis Boat Club,Isis Boat Club,Cambridge University,Cambridge University,The Visitors' Challenge Cup,heats,M4,Station 1 - Berks,,2009-07-02,115.0,True,196.0,False,399.0,1ft
233,"Brunswick School, U.S.A.","Brunswick School, U.S.A.","Gonzaga College High School, U.S.A.","Gonzaga College High School, U.S.A.",The Princess Elizabeth Challenge Cup,heats,M8+,Station 1 - Berks,,2009-07-02,115.0,False,195.0,False,402.0,1.25 lengths
233,"Brown University, U.S.A.","Brown University, U.S.A.","Queen's University, Belfast","Queen's University, Belfast",The Temple Challenge Cup,heats,M8+,Station 2 - Bucks,,2009-07-02,109.0,True,186.0,False,387.0,0.5 lengths
233,University of the West of England & Henley Rowing Club,University of the West of England & Henley Rowing Club,Warwick Boat Club & Canterbury Pilgrims Boat Club,Warwick Boat Club & Canterbury Pilgrims Boat Club,The Ladies' Challenge Plate,heats,M8+,Station 1 - Berks,,2009-07-02,113.0,False,194.0,False,415.0,easily
233,"S.B. Keeling & R.P. Di Clemente, Trident Rowing Club, South Africa","S.B. Keeling & R.P. Di Clemente, Trident Rowing Club, South Africa","D.J. Bushnell & J.P. Burkett, Upper Thames Rowing Club","D.J. Bushnell & J.P. Burkett, Upper Thames Rowing Club",The Silver Goblets & Nickalls' Challenge Cup,heats,M2-,Station 1 - Berks,,2009-07-02,119.0,False,219.0,False,481.0,4 lengths
233,"Sir William Borlase's Grammar School & The King's School, Ely","Sir William Borlase's Grammar School & The King's School, Ely","U.S.R. Triton, Holland","U.S.R. Triton, Holland",The Prince of Wales Challenge Cup,heats,M4,Station 1 - Berks,,2009-07-02,117.0,False,196.0,False,400.0,1.5 lengths
233,Molesey Boat Club,Molesey Boat Club,Leander Club,Leander Club,The Visitors' Challenge Cup,heats,M4,Station 1 - Berks,,2009-07-02,120.0,False,200.0,False,408.0,3.25 lengths
233,Eton College,Eton College,Hampton School,Hampton School,The Princess Elizabeth Challenge Cup,heats,M8+,Station 1 - Berks,,2009-07-02,109.0,False,185.0,False,400.0,easily
233,The Tideway Scullers' School,The Tideway Scullers' School,Vesta Rowing Club,Vesta Rowing Club,The Thames Challenge Cup,heats,M8+,Station 2 - Bucks,,2009-07-02,111.0,False,192.0,False,404.0,1.5 lengths
233,"D.I.X. Mannion, National University of Ireland, Galway, Ireland","D.I.X. Mannion, National University of Ireland, Galway, Ireland","W.H. Mackworth-Praed, Auriol Kensington Rowing Club","W.H. Mackworth-Praed, Auriol Kensington Rowing Club",The Diamond Challenge Sculls,heats,M1,Station 2 - Bucks,,2009-07-02,143.0,True,242.0,False,494.0,2.5 lengths
233,"A.J. Holden-Smith & P.E.M. Randolph, Oxford Brookes University & Taurus Boat Club","A.J. Holden-Smith & P.E.M. Randolph, Oxford Brookes University & Taurus Boat Club","M.E. French & C.P. Stevens, Worcester Polytechnic Institute, U.S.A.","M.E. French & C.P. Stevens, Worcester Polytechnic Institute, U.S.A.",The Silver Goblets & Nickalls' Challenge Cup,heats,M2-,Station 2 - Bucks,,2009-07-02,132.0,False,225.0,False,474.0,5 lengths
233,Runcorn Rowing Club,Runcorn Rowing Club,Upper Thames Rowing Club,Upper Thames Rowing Club,The Fawley Challenge Cup,heats,M4,Station 2 - Bucks,,2009-07-02,123.0,False,210.0,False,433.0,1.75 lengths
233,"National University of Ireland, Galway, Ireland","National University of Ireland, Galway, Ireland",Cardiff University & Durham School,Cardiff University & Durham School,The Visitors' Challenge Cup,heats,M4,Station 1 - Berks,,2009-07-02,115.0,False,203.0,False,431.0,3 lengths
233,"Massachusetts Institute of Technology, U.S.A.","Massachusetts Institute of Technology, U.S.A.",Molesey Boat Club,Molesey Boat Club,The Ladies' Challenge Plate,heats,M8+,Station 2 - Bucks,,2009-07-02,111.0,False,188.0,False,387.0,0.33 lengths
233,"M.S. Sivigny, G.M.S. Rowing Center, U.S.A.","M.S. Sivigny, G.M.S. Rowing Center, U.S.A.","S.J. Sullivan, Lancaster John O'Gaunt Rowing Club","S.J. Sullivan, Lancaster John O'Gaunt Rowing Club",The Diamond Challenge Sculls,heats,M1,Station 2 - Bucks,,2009-07-02,142.0,False,241.0,False,497.0,1 lengths
233,"A. Triggs Hodge & P.K. Reed, Molesey Boat Club & Leander Club","A. Triggs Hodge & P.K. Reed, Molesey Boat Club & Leander Club","A.P. Walker & J.W. Huppi, Tulane Rowing Association, U.S.A.","A.P. Walker & J.W. Huppi, Tulane Rowing Association, U.S.A.",The Silver Goblets & Nickalls' Challenge Cup,heats,M2-,Station 2 - Bucks,,2009-07-02,125.0,False,223.0,False,485.0,easily
233,"New York Athletic Club & Camp Randall Rowing, U.S.A.","New York Athletic Club & Camp Randall Rowing, U.S.A.","University of Queensland, Austrailia & Cambridge University, Australia","University of Queensland, Austrailia & Cambridge University, Australia",The Visitors' Challenge Cup,heats,M4,Station 2 - Bucks,,2009-07-02,122.0,False,206.0,False,432.0,1.75 lengths
233,Pangbourne College,Pangbourne College,Shiplake College,Shiplake College,The Princess Elizabeth Challenge Cup,heats,M8+,Station 1 - Berks,,2009-07-02,114.0,False,196.0,False,408.0,1.25 lengths
233,London Rowing Club & Henley Rowing Club,London Rowing Club & Henley Rowing Club,"Girton College, Cambridge","Girton College, Cambridge",The Ladies' Challenge Plate,heats,M8+,Station 1 - Berks,,2009-07-02,114.0,False,194.0,False,413.0,easily
233,"D. Grant, Wairau Rowing Club, New Zealand","D. Grant, Wairau Rowing Club, New Zealand","I.J. Lawson, Leander Club","I.J. Lawson, Leander Club",The Diamond Challenge Sculls,heats,M1,Station 1 - Berks,,2009-07-02,133.0,False,228.0,False,471.0,3.5 lengths
233,"E. Murray & H. Bond, Waiariki Rowing Club, New Zealand","E. Murray & H. Bond, Waiariki Rowing Club, New Zealand","K.M. Mitsuoka & Y.H. Hamada, Mitsubishi Boat Club, Japan","K.M. Mitsuoka & Y.H. Hamada, Mitsubishi Boat Club, Japan",The Silver Goblets & Nickalls' Challenge Cup,heats,M2-,Station 2 - Bucks,,2009-07-02,126.0,False,213.0,False,449.0,easily
234,Sir William Borlase's Grammar School & Maidenhead Rowing Club,Sir William Borlase's Grammar School & Maidenhead Rowing Club,York City Rowing Club,York City Rowing Club,The Fawley Challenge Cup,heats,M4,Station 1 - Berks,,2009-07-02,126.0,False,213.0,False,,0.5 lengths
234,"Sydney Rowing Club, Australia","Sydney Rowing Club, Australia",London Rowing Club 'C',London Rowing Club,The Wyfold Challenge Cup,heats,M4,Station 1 - Berks,,2009-07-02,121.0,False,205.0,False,437.0,5 lengths
234,Henley Rowing Club,Henley Rowing Club,Upper Thames Rowing Club,Upper Thames Rowing Club,The Thames Challenge Cup,heats,M8+,Station 2 - Bucks,,2009-07-02,112.0,False,188.0,False,387.0,0.33 lengths
234,"M. Drysdale, West End Rowing Club, New Zealand","M. Drysdale, West End Rowing Club, New Zealand","N.J.B. Baker, Eton Excelsior Rowing Club","N.J.B. Baker, Eton Excelsior Rowing Club",The Diamond Challenge Sculls,heats,M1,Station 2 - Bucks,,2009-07-02,125.0,False,232.0,False,524.0,4.25 lengths
234,Leander Club,Leander Club,Auriol Kensington Rowing Club & Furnivall Sculling Club,Auriol Kensington Rowing Club & Furnivall Sculling Club,The Prince of Wales Challenge Cup,heats,M4,Station 2 - Bucks,,2009-07-02,118.0,False,197.0,False,410.0,easily
234,"Mercyhurst College, U.S.A.","Mercyhurst College, U.S.A.","Galway Rowing Club & Skibbereen Rowing Club, Ireland","Galway Rowing Club & Skibbereen Rowing Club, Ireland",The Visitors' Challenge Cup,heats,M4,Station 1 - Berks,,2009-07-02,114.0,False,196.0,False,415.0,3 lengths
234,"Kent School, U.S.A.","Kent School, U.S.A.","University College, London","University College, London",The Temple Challenge Cup,heats,M8+,Station 2 - Bucks,,2009-07-02,115.0,True,195.0,False,404.0,2.25 lengths
234,Maidstone Invicta Rowing Club 'A',Maidstone Invicta Rowing Club,"Green Lake Crew, U.S.A.","Green Lake Crew, U.S.A.",The Thames Challenge Cup,heats,M8+,Station 2 - Bucks,,2009-07-02,113.0,False,192.0,False,403.0,2.25 lengths
234,"A.W. Campbell, The Tideway Scullers' School","A.W. Campbell, The Tideway Scullers' School","W.P.J. Hoodless, Upper Thames Rowing Club","W.P.J. Hoodless, Upper Thames Rowing Club",The Diamond Challenge Sculls,heats,M1,Station 1 - Berks,,2009-07-02,124.0,False,228.0,False,492.0,1.25 lengths
234,"I. Tsilis & G. Tsiompanidis, Nautical Club of Ioannina & Nautical Club of Thessaloniki, Greece","I. Tsilis & G. Tsiompanidis, Nautical Club of Ioannina & Nautical Club of Thessaloniki, Greece","E.M. Jackson & N.P. Allwork, Nottingham Rowing Club","E.M. Jackson & N.P. Allwork, Nottingham Rowing Club",The Silver Goblets & Nickalls' Challenge Cup,heats,M2-,Station 1 - Berks,,2009-07-02,132.0,False,226.0,False,488.0,easily
234,London Rowing Club & Molesey Boat Club,London Rowing Club & Molesey Boat Club,The Tideway Scullers' School 'A',The Tideway Scullers' School,The Prince of Wales Challenge Cup,heats,M4,Station 1 - Berks,,2009-07-02,121.0,False,203.0,False,416.0,1 lengths
234,Latymer Upper School,Latymer Upper School,Radley College,Radley College,The Princess Elizabeth Challenge Cup,heats,M8+,Station 1 - Berks,,2009-07-02,113.0,False,193.0,False,402.0,1 lengths
234,"Melbourne University, Australia","Melbourne University, Australia","Imperial College, London","Imperial College, London",The Temple Challenge Cup,heats,M8+,Station 2 - Bucks,,2009-07-02,110.0,False,188.0,False,397.0,1 lengths
234,"O.K. Tufte, Horten Roklubb, Norway","O.K. Tufte, Horten Roklubb, Norway","R.E. Ideus, The Tideway Scullers' School","R.E. Ideus, The Tideway Scullers' School",The Diamond Challenge Sculls,heats,M1,Station 1 - Berks,,2009-07-02,132.0,False,229.0,False,486.0,easily
234,Westminster School & Thames Rowing Club,Westminster School & Thames Rowing Club,Sir William Borlase's Grammar School,Sir William Borlase's Grammar School,The Fawley Challenge Cup,heats,M4,Station 2 - Bucks,,2009-07-02,120.0,False,202.0,False,420.0,not rowed out
234,Lea Rowing Club 'A',Lea Rowing Club,Molesey Boat Club,Molesey Boat Club,The Wyfold Challenge Cup,heats,M4,Station 2 - Bucks,,2009-07-02,121.0,False,204.0,False,434.0,1.75 lengths
234,"Newcastle University & Dukla Praha, Czech Republic","Newcastle University & Dukla Praha, Czech Republic",Oxford Brookes University,Oxford Brookes University,The Visitors' Challenge Cup,heats,M4,Station 2 - Bucks,,2009-07-02,120.0,False,201.0,False,428.0,2 lengths
234,Thames Rowing Club,Thames Rowing Club,Royal Chester Rowing Club,Royal Chester Rowing Club,The Thames Challenge Cup,heats,M8+,Station 2 - Bucks,,2009-07-02,113.0,False,191.0,False,405.0,1.75 lengths
234,"T.H. Maeyens, Koninklijke Roeivereniging Brugge, Belgium","T.H. Maeyens, Koninklijke Roeivereniging Brugge, Belgium","J.F.L. Walton, Leicester Rowing Club","J.F.L. Walton, Leicester Rowing Club",The Diamond Challenge Sculls,heats,M1,Station 2 - Bucks,,2009-07-02,130.0,False,222.0,False,471.0,easily
234,Star Club,Star Club,Molesey Boat Club,Molesey Boat Club,The Fawley Challenge Cup,heats,M4,Station 1 - Berks,,2009-07-02,120.0,False,205.0,False,428.0,3.25 lengths
235,Abingdon School,Abingdon School,Durham School,Durham School,The Princess Elizabeth Challenge Cup,heats,M8+,Station 2 - Bucks,,2009-07-02,113.0,False,192.0,False,405.0,5 lengths
235,"Four Score & Four Rowing Club, U.S.A.","Four Score & Four Rowing Club, U.S.A.",Marlow Rowing Club,Marlow Rowing Club,The Thames Challenge Cup,heats,M8+,Station 2 - Bucks,,2009-07-02,113.0,True,193.0,False,401.0,0.75 lengths
235,"Z.S.Y. Zhang, Sichuan Rowing Association, China","Z.S.Y. Zhang, Sichuan Rowing Association, China","R. de Keizer, London Rowing Club","R. de Keizer, London Rowing Club",The Diamond Challenge Sculls,heats,M1,Station 2 - Bucks,,2009-07-02,139.0,False,232.0,False,481.0,2.75 lengths
235,The Windsor Boys' School 'A',The Windsor Boys' School,The Windsor Boys' School 'B',The Windsor Boys' School,The Fawley Challenge Cup,heats,M4,Station 1 - Berks,,2009-07-02,119.0,False,203.0,False,424.0,2.75 lengths
235,Nottingham & Union Rowing Club,Nottingham & Union Rowing Club,Henley Rowing Club,Henley Rowing Club,The Wyfold Challenge Cup,heats,M4,Station 1 - Berks,,2009-07-02,119.0,False,200.0,False,415.0,1 lengths
235,Durham University,Durham University,University of Bristol 'C',University of Bristol,The Temple Challenge Cup,heats,M8+,Station 2 - Bucks,,2009-07-02,109.0,False,186.0,False,397.0,1.75 lengths
235,Oxford Brookes University,Oxford Brookes University,University of East Anglia,University of East Anglia,The Prince Albert Challenge Cup,heats,M4+,Station 2 - Bucks,,2009-07-01,120.0,False,202.0,False,428.0,easily
235,Agecroft Rowing Club,Agecroft Rowing Club,Broxbourne Rowing Club,Broxbourne Rowing Club,The Wyfold Challenge Cup,heats,M4,Station 1 - Berks,,2009-07-01,122.0,False,205.0,False,426.0,2 lengths
235,"Belmont Hill School, U.S.A.","Belmont Hill School, U.S.A.",The Oratory School,The Oratory School,The Princess Elizabeth Challenge Cup,heats,M8+,Station 2 - Bucks,,2009-07-01,110.0,False,192.0,False,410.0,2 lengths
235,"University College, Dublin 'B', Ireland.","University College, Dublin, Ireland.",Shrewsbury School,Shrewsbury School,The Temple Challenge Cup,heats,M8+,Station 1 - Berks,,2009-07-01,116.0,True,195.0,False,401.0,1 lengths
